

95,press,1,20,45.017025,(34160.12548.92968848.929688),(3669948.97265648.972656),(374134.87548.97656348.976563),(382179.62548.9570348.95703),(390220.62548.93359448.933594),(398260.7548.91406348.914063),(406296.37548.89062548.890625),(414328.37548.87548.875),(42335248.8632848.86328),(430369.2548.85156348.851563),(439383.7548.83593848.835938),(447396.87548.8242248.82422),(45540848.812548.8125),(463419.87548.7929748.79297),(471433.62548.77734448.777344),(479447.62548.7617248.76172),(487460.37548.74609448.746094),(495471.548.73437548.734375),(503482.87548.72265648.722656),(51249248.71484448.714844),(520498.87548.70312548.703125),(528507.12548.69140648.691406),(536515.548.6757848.67578),(544523.87548.66406348.664063),(552530.7548.64843848.648438),(560537.12548.64062548.640625),(568542.62548.62890648.628906),(576546.548.62109448.621094),(585549.37548.6132848.61328),(593551.37548.6054748.60547),(601552.548.59765648.597656),(60955348.5937548.59375),(617553.87548.58593848.585938),(62555448.5820348.58203),(633554.2548.5742248.57422),(641555.12548.57031348.570313),(649555.87548.57031348.570313),(657556.37548.56640648.566406),(666556.87548.56640648.566406),(674557.7548.562548.5625),(682558.62548.562548.5625),(690559.7548.55859448.558594),(698561.7548.55859448.558594),(706564.62548.55859448.558594),(714567.548.55859448.558594),(723570.12548.55859448.558594),(731572.12548.55859448.558594),(739573.62548.55859448.558594),(747574.548.55859448.558594),(755574.548.55859448.558594),(763573.87548.55859448.558594),(771573.12548.55859448.558594),(779572.548.55859448.558594),(788571.7548.55859448.558594),(796571.2548.55859448.558594),(804571.2548.55859448.558594),(812571.62548.55859448.558594),(820571.7548.55859448.558594),(828571.87548.562548.5625),(836571.87548.562548.5625),(844571.37548.562548.5625),(852570.7548.562548.5625),(86057048.56640648.566406),(868569.37548.56640648.566406),(877568.37548.56640648.566406),(88556748.56640648.566406),(893565.62548.56640648.566406),(90156448.562548.5625),(909561.87548.55859448.558594),(917559.62548.55468848.554688),(925557.62548.5507848.55078),(933555.87548.54687548.546875),(942554.12548.54687548.546875),(950552.62548.54687548.546875),(958551.2548.5429748.54297),(966550.12548.5429748.54297),(974548.87548.53906348.539063),(982547.37548.53906348.539063),(990545.2548.53515648.535156),(998541.62548.53515648.535156),(1006536.12548.5312548.53125),(1015528.37548.5312548.53125),(1022520.2548.52734448.527344),(1031512.87548.52734448.527344),(1039506.2548.52343848.523438),(1047500.37548.5195348.51953),(1055494.12548.5195348.51953),(1063487.7548.51562548.515625),(1071481.62548.51562548.515625),(1080476.548.51562548.515625),(1087472.12548.51562548.515625),(1096468.2548.51562548.515625),(110446448.5117248.51172),(1112460.548.5117248.51172),(1120457.62548.5117248.51172),(1128455.37548.51562548.515625),(1136453.62548.5195348.51953),(1144452.37548.5195348.51953),(1152451.12548.51562548.515625),(1160450.7548.50781348.507813),(1169450.87548.548.5),(1177451.37548.49218848.492188),(1185452.2548.4882848.48828),(1193453.2548.48437548.484375),(1201454.2548.4804748.48047),(120945548.4804748.48047),(1217455.7548.4804748.48047),(1226456.548.4804748.48047),(1234457.12548.48437548.484375),(1242457.62548.48437548.484375),(125045848.4804748.48047),(1258458.37548.4804748.48047),(126645948.47656348.476563),(1274459.548.4687548.46875),(1282459.87548.46484448.464844),(1290460.37548.46484448.464844),(1298460.7548.46093848.460938),(1307460.87548.4570348.45703),(1315461.12548.45312548.453125),(1323461.2548.4492248.44922),(1331461.2548.44531348.445313),(1339461.12548.44140648.441406),(1347460.87548.437548.4375),(1355460.62548.43359448.433594),(1363460.548.42968848.429688),(1371460.548.42968848.429688),(1380460.548.4257848.42578),(1388460.62548.4257848.42578),(1396460.7548.42968848.429688),(1404460.87548.43359448.433594),(1412460.87548.44140648.441406),(1420460.87548.44531348.445313),(1428460.7548.45312548.453125),(1436460.62548.4570348.45703),(1444460.2548.46093848.460938),(1453459.87548.46484448.464844),(1461459.548.4687548.46875),(1469459.12548.47265648.472656),(1477458.7548.47656348.476563),(1485458.37548.47656348.476563),(149345848.47656348.476563),(1501457.7548.4804748.48047),(1509457.87548.47656348.476563),(1518457.87548.47656348.476563),(152645848.47265648.472656),(1534458.12548.47265648.472656),(1542458.12548.4687548.46875),(1550458.12548.4687548.46875),(1558458.12548.46484448.464844),(1566458.12548.46484448.464844),(1574458.2548.4687548.46875),(1582458.2548.4687548.46875),(1590458.37548.4687548.46875),(1599458.37548.47265648.472656),(1607458.37548.47265648.472656),(1615458.37548.47265648.472656),(1624458.37548.47656348.476563),(1631458.37548.47656348.476563),(1639458.548.47656348.476563),(1647458.548.47656348.476563),(1655458.37548.47656348.476563),(166345848.47265648.472656),(1672457.548.4687548.46875),(1680457.12548.4687548.46875),(1688456.62548.46484448.464844),(1696456.12548.46093848.460938),(1704455.548.46093848.460938),(1712455.12548.4570348.45703),(1720454.7548.4570348.45703),(1728454.62548.45312548.453125),(1736454.548.4492248.44922),(1745454.37548.44531348.445313),(1753454.12548.44140648.441406),(176145448.44140648.441406),(1769453.87548.44140648.441406),(1777453.7548.44140648.441406),(1785453.7548.44140648.441406),(1793453.7548.44140648.441406),(1801453.62548.44140648.441406),(1810453.548.44140648.441406),(1818453.548.44531348.445313),(1826453.548.44531348.445313),(1834453.62548.44531348.445313),(1842453.62548.44531348.445313),(1850453.7548.4492248.44922),(1858453.7548.4492248.44922),(1866453.7548.4492248.44922),(1874453.87548.4492248.44922),(1882453.87548.4492248.44922),(1891453.62548.4492248.44922),(1899453.548.4492248.44922),(1907453.12548.4492248.44922),(1915452.548.4492248.44922),(1923451.87548.4492248.44922),(1931451.12548.45312548.453125),(1939450.7548.45312548.453125),(1947450.62548.4570348.45703),(1956450.548.4570348.45703),(1964450.7548.4570348.45703),(1972451.12548.45312548.453125),(1980451.37548.4492248.44922),(1988451.62548.44531348.445313),(1996451.87548.44140648.441406),(2004452.2548.44140648.441406),(2012452.548.437548.4375),(2020452.62548.437548.4375),(2029452.87548.43359448.433594),(203745348.43359448.433594)
